"dttma","po01","po02","po03","si01","si02","si03","it01","it02","it03","ie01","ac01","ac02","ac03","ac04","ai01","ai02","ai03","ai04","iv01","iv02","iv03","bd01","bd02","bd03","bd04","de01","de02"
"2025-05-12 15:23:21","4","3","3","5","4","2","4","5","5","5","6","5","6","6","6","7","6",NA,"5","4","6","yes",9,1,2024-07-24,"man",46
"2025-05-05 15:18:20","6","6","6","4","6","4","3","3","6","3",NA,"5","5","5","4","4","7","5","4","4","4","yes",19,5,2025-04-07,"women",60
"2025-05-18 17:34:18","5","6","6","7","7","7","7","7","7","6","6","7","6","6","7","7","7","7","5","7","6","yes",18,3,2023-05-12,"man",51
"2025-05-13 13:33:41","5","3","6","6","6","3","5","4","5","6","4","4","4","5","6","7","5","6","5","6","4","yes",12,3,2024-07-26,"man",26
"2025-05-17 15:16:31","3","6","4","4","2","4","4","2","4","4","4","6","6","4","7","7","7","7","6","6","7","yes",10,1,2024-12-07,"man",35
"2025-05-09 15:46:29","5","6","6","5","6","6","6","6","7","4","6","6","7","6","6","5","3","2","5","3","6","no",17,5,2023-11-21,"women",40
"2025-05-06 12:53:52","6","7","7","7","6","5","4","7","7","7","6","7","7","7","7","5","6","6","7","7","7","yes",21,3,2024-08-02,"women",50
"2025-05-13 11:19:14","7","7","7","7","7","7","7","7","7","6","6","7","7","7","7","6","6","7","6","7","7","yes",22,NA,2024-01-29,"women",52
"2025-05-08 13:16:11","2","5","3","5",NA,"5","3","6","4","5","6","5","5","4","4","5","6","5","5","6","4","no",9,2,2024-09-22,"women",33
"2025-05-08 10:41:21","7","7","6","7","6","5","7","7","5","6","4","6","2","5","4","6","3","4","6","5","6","yes",18,3,2024-08-22,"women",43
"2025-05-12 16:35:34","4","6","6","7","7","7","7","7","6","7","6","6","7","7","7","7","6","7","6","4","6","no",19,4,2024-01-04,"man",45
"2025-05-16 14:24:23","5","4","4","5","4","4","5","6","6","4","4","6","4","3","4","5","5","6","6","5","5","no",17,4,2024-01-31,"women",57
"2025-05-05 11:37:32","7","7","5","7","6","7","7","7","7","7","7","7","7","7","4","6","6","6","6","6","7","yes",21,6,2024-06-12,"women",30
"2025-05-13 11:53:01","7","7","7","7","7","7","7","6","7","7","7","6","7","6","7","7","6","6","7","7","7","yes",20,6,2024-09-05,"man",55
"2025-05-16 09:09:53","6","4","4","6","4","6","6","4","5","4","7","4","6","4","6","7","6","7","5","5","4","yes",15,2,2024-03-19,"women",60
"2025-05-18 14:59:00","7","7","5","5","4","5","5",NA,"6","7","6","7","7","6","7","4","6","7","4","6","6","yes",18,5,2024-11-28,"women",27
"2025-05-10 10:13:56","7","6","7","6","5","6","6","3","4","6","5","7","7","6","7","7","6","6","2","5","2","yes",19,4,2024-09-16,"man",42
"2025-05-05 11:51:34","6","5","6","6","6","7","7","6","7","6","4","6","5","5","7","6","7","5","5","4","6","yes",11,1,2024-08-02,"women",41
"2025-05-05 08:07:14","3","2","4","7","7","7","3","3","2","3","5","4","4","4","7","6","6","4","5","6","7","yes",7,2,2023-09-22,"man",27
"2025-05-10 10:51:31","5","5","4","6","3","4","5","6","4",NA,"7","6","6","6","2","5","2","4","6","6","7","yes",18,3,2023-12-23,"women",47
"2025-05-15 08:59:04","5","7","6","4","4","4","2","3","2","6","4","6","4","5","1","2","5","2","6","6","4",NA,15,2,2023-09-29,"man",37
"2025-05-15 16:16:15","6","5","6",NA,"6","7","5",NA,"4","5","7","6","7","6","5","7","5","6","4","6","7","yes",21,5,2023-12-26,"women",29
"2025-05-10 11:44:31","5","4","6","4","4","6","6","7","7","6","7","6","7","7","7","7","7","7","5","6","7","no",13,2,2024-12-28,"women",32
"2025-05-16 11:12:49","5","6","3","3","4","1","5","2","4","6","2","4","5","1","5","6","6","5","6","5","6","yes",13,3,2024-02-17,"women",43
"2025-05-09 14:09:33","7","7","7","4","2","5","7","3","5","6","6","2","3","2","6","4","4","5","6",NA,"7","yes",26,5,2023-05-26,"women",30
"2025-05-16 14:48:55","7","5","3","6","7","6","7","7","7","2","5","6","6","7","4","6","3","5","4","6","5","no",20,4,2025-01-05,"women",48
"2025-05-15 11:06:17","6","7","6","4","4","4","4","6","3","6","3","3","7","6","5","7","7","5","5","5","7","no",26,6,2023-09-12,"women",40
"2025-05-09 16:35:45","3","3","4","5","7","7","7",NA,"7","5","7","7","6","7","7","7","7","5","5","7","5","yes",13,4,2024-02-26,"man",28
"2025-05-14 09:07:43","6","6","5","6","5","5","6","5","5","6","3","3","4","2","6","4","7","7","7","5","5","no",18,4,2024-01-12,"man",47
"2025-05-10 12:54:55",NA,"5","7","6","5","7","5","6","7","7","5","6","5","5","4","3","3","4","5","5","6","yes",22,5,2025-03-10,"man",42
"2025-05-12 09:30:08","6","5","6","7","7","7","7","4","5","5","6","6","7","6","7","6","6","5","4","4","6","yes",18,3,2024-08-03,"women",36
"2025-05-16 10:44:39","7","6","6","4","4","5","4","4","6","6","4","6","5","4","5","6","5","5","2","3","4","yes",19,5,2025-04-01,"women",51
"2025-05-14 15:22:44","6","4","6","6","7","5","3","5","4","3","5","4","4","4","4","6","7","6","5","7","3","yes",12,2,2023-08-01,"women",40
"2025-05-11 16:33:33","6","5","7","4","7","5","6","6","5","7","5","7","7","6","6","7","7","5","5","4","6","yes",16,3,2025-03-07,"women",30
"2025-05-09 17:51:12","5","4","3","5","5","5","5","6","7","7","6","5","6","3","6","5","4","7","4","5","3","yes",16,3,2023-08-21,"women",36
"2025-05-08 10:34:21","6","5","4","7","7","5","6","5","6","5","5","5","6","5","7","5","7","7","5","5","6","yes",13,2,2024-04-29,"man",37
"2025-05-17 09:49:32","7","7","6","3","5","7","5","6","3","7","5","6","5","6","4","4","4","6","7","5","7","yes",19,4,2024-10-27,"man",46
"2025-05-13 12:47:35","6","5","7","6","7","6","5","6","5","5","3","4","6","5","7","5","6","7","6","6","6","yes",11,4,2024-06-17,"man",37
"2025-05-10 09:04:45","5","2","4","6","7","4","6","6","6","5","4","3","3","6","5","6","7","5","6","5","6","no",3,2,2024-03-14,"man",27
"2025-05-07 11:40:10","3","4","5","4","6","4","4","4","6","6","6","4","5","4","6","6","6","4","6","7","6","yes",20,3,2024-10-16,"women",45
"2025-05-10 13:35:45","5","6","3","7","7","7","6","7","7","3","7","7","7","7","5","7","7","5","7","7","3","yes",10,1,2024-01-30,"man",40
"2025-05-05 13:59:21","5","6","6","6","5","4","6","6","6","6","5","4","3","5","5","5","5","6","7","6","7","yes",15,2,2023-06-16,"women",26
"2025-05-07 12:32:37","7","7","7","6","7",NA,"7","7","7","6","7","6","7","7","6","7","6","6","7","7","7","yes",19,2,2023-10-15,"women",45
"2025-05-12 10:47:35","6","6","6","6","6","6","5","5","6","5","7","7","7","7","6","6","5","7","4","4","6","yes",18,3,2023-10-27,"man",37
"2025-05-16 09:43:27","7","6","7","5","7","5","4","4","4","7","5","5","5","5","5","5","4","5","6","5","6","no",17,5,2024-09-11,"women",55
"2025-05-05 12:41:08","7","5","5","6","7","6","7","4","6","6","5","7","6","6","7","5","3","6","5","6","4","no",17,4,2023-09-09,"women",52
"2025-05-05 17:20:25","7","6","3","7","6","6","7","7","5","6","6","5","6","5","6","7","7","7","6","7","6","yes",11,1,2024-10-29,"women",32
"2025-05-13 14:44:39","7","6","6","4","4","6","7","7","7","7","3","4","5","6","6","6","7","6","7","5","6","no",23,5,2023-10-27,"women",42
"2025-05-12 13:49:02","4","6","4","4","3","6","7","5","5","5","7","7","6","5","7","7","6","6","7","4","4","yes",16,4,2023-06-13,"women",27
"2025-05-15 12:01:40","3","5","4","5","7","6","4","4","5","6","5","6","4","6","5","7","6","5","5","6","6","no",8,1,2024-11-06,"women",40
"2025-05-10 17:14:38","5","2","4","5","6","5","5","6","4","4","4","2","4","2","4","1","7","5","6","6","7","yes",5,2,2024-04-04,"man",49
"2025-05-14 14:33:20","6","6","7","7","6","7","7","7","7","7","6","4","6","5","6","7","7","7","5","6","6","no",16,3,2025-03-15,"man",31
"2025-05-14 16:40:50","7","7","5","5","4","4","3","3","4","7","6","5","3","3","7","6","5","6","7","7","6","yes",15,2,2023-07-27,"man",31
"2025-05-08 14:02:10","5","1","6","6","4","4","7","7","7","7","6","7","7","7","5","7","7","6","6","6","7","yes",10,3,2025-03-13,"women",46
"2025-05-17 15:24:03","7","7","7","4","4","7","6","5","6","5","5","6","6","4","3","6","3","5","5","7","6","yes",23,5,2024-07-07,"women",53
"2025-05-16 14:28:58","6","4","6","5","5","6","5","6","4","5","6","7","5","4","4","4","3","3","6","4","3","no",17,3,2024-05-17,"women",52
"2025-05-15 16:12:59","2","4","6","5","3","3","5","6","2","7","5","7","7","7","5","4","4","5","5","6","6","no",13,3,2024-07-02,"women",35
"2025-05-11 16:01:23","3","6","3","5","5","4","5","7","5","6","6","5","4","6","5","2","2","3","4","6","3","yes",17,4,2024-11-10,"man",32
"2025-05-11 13:57:22","6","6","7","6","6","7","5","5","5","5","7","6","7","5","5","4",NA,"7","7","7","5","yes",22,6,2025-02-05,"women",40
"2025-05-07 13:54:41","7","7","7","6","5","6","7","7","6","7","7","6","7","7","7","7","7","7","7","7","6","no",25,6,2024-02-11,"women",26
"2025-05-15 09:05:14","4","5","3","5","4","5","6","6","3","6","5","4","5","4","6","5","6","7","3","6","5","yes",10,2,2024-05-11,"women",40
"2025-05-17 13:33:46","6","7","7","7","7","4","7","5","7","7","7","6","6","6","6","6",NA,"5","7","7","5","no",24,7,2024-02-04,"women",30
"2025-05-14 08:56:01","6","5","4","7","6","7","7","7","6","5","4","3","5","4","7","7","7","7","7","6","5","yes",12,4,2025-04-14,"man",45
"2025-05-05 12:28:21","7","7","7","4","4","6","6","5","5","5","6","7","7","6","4","3","5","5","5","5","7","yes",21,6,2023-06-29,"man",36
"2025-05-11 10:54:58","2","4","7","2","4","4","6","4","7","3","6","6","4","4","6","4","3","7","3","6","5","yes",14,NA,2024-07-04,"women",44
"2025-05-16 13:25:16","6","4","3","6","3","7","3","4","4","3","5","5","3","4","6","6","5","6","3","5","4","no",16,4,2024-12-16,"man",39
"2025-05-13 09:46:43","2","3","3","5","6","5","6","4","4","5","6","6","5","3","5","5","2","7","6","5","7","yes",11,3,2025-01-17,"women",50
"2025-05-10 17:33:56","6","6","6","4","6","6",NA,"3","5","7","6","5","4","5","6","6","4","6","7","6","7","yes",16,4,2024-08-24,"women",59
"2025-05-08 10:31:37","5","5","4","6","5","5","5","5","3","6","5","7","4","7","6","5","5","4","6","5","6","yes",10,2,2024-11-17,"man",41
"2025-05-18 17:07:18","5","4","6","5","6","6","7","6","5","6","5","5","6","5","5","7","5","4","4","4","4","yes",13,3,2023-11-28,"women",48
"2025-05-06 15:11:49","7","6","6","7","5","7","4","3","3","5","5","5","6","6","4",NA,"6","4","1","2","3","no",19,5,2023-05-12,"man",39
"2025-05-08 11:32:11","7","7","7","7","5","7","7","7","7","7","7","5","5","7","7","5","4","6","6","7","7","no",25,6,2024-08-06,"women",48
"2025-05-10 11:45:50","6","2","3","7","6","6","7","7","7","4","4","7","3","1",NA,"1",NA,"3","2","3","1","yes",5,2,2025-01-13,"man",43
"2025-05-18 08:04:44","3","2","4","4","5","3","4","3","4","7","5","4","4","6","4","5","4","2","4","5","3","yes",13,5,2024-11-25,"women",36
"2025-05-10 12:48:38","4","5","5","6","7","5","6","5","6","7","7","7","5","6","4","5","5","6","6","4","7","no",14,4,2024-08-03,"women",44
"2025-05-14 14:35:42","6","3","5","6","5","6","3","4","3","5","5","2","3","4","6","6","6","7","4","6","5","yes",14,3,2025-04-22,"man",38
"2025-05-09 11:26:33","4","5","6","5","7","6","6","6","5","5","7","7","6","6","7","7","7","7","7","6","7","yes",16,4,2024-02-22,"man",35
"2025-05-15 10:44:43","7","5","7","7","6","6","7","7","7","7","7","7","6","7","7","6","6","7","7","7","5",NA,22,5,2023-10-21,"women",34
"2025-05-06 17:53:48","5","3","2","6","4","5","7","5","5","3","5","6",NA,"7","6",NA,"4","4","6","6","5","yes",9,3,2023-09-29,"man",44
"2025-05-08 08:19:50","6","2","3","4","6","7","5","5","5","6","5","5","6","6","2","3","5","5","5","3","6",NA,5,1,2023-07-16,"women",42
"2025-05-11 11:32:57","5","5","3","6","3","5","6","4","5","5","2","7","5","4","4","7","5","5","7","6","6","no",10,3,2024-09-30,"man",52
"2025-05-18 16:37:09","4","3","3","3","4","5","4","6","6","7","6","4","4","3","4","4","5","4","5","6","5","no",6,2,2024-06-06,"women",40
"2025-05-07 16:59:05","5","5","4","6","6","7","6","6","6","7","5","4","5","4","3","4","3","4","6","7","6","yes",13,3,2023-11-27,"women",35
"2025-05-18 12:32:52","4","3","5","2","3","3","3","4","4","4","3","4","3","5","6","5",NA,"5","6","4","4","yes",11,1,2023-08-27,"man",35
"2025-05-10 16:16:48","6",NA,"5","7","5","6","6","6","7","4","5","5","5","5","5","5","6","4","4","6","7","yes",20,4,2024-10-30,"man",48
"2025-05-15 16:29:10","5","6","5","7","6","7","6","4","5","6","7","4","7","6","6","7","6","7","6","5","6","yes",13,NA,2024-05-31,"man",38
"2025-05-07 15:10:57","7","6","7","7","6","7","4","5","5","6","7","7","6","6","6","7","6","6","6","6","7","yes",26,5,2025-03-21,"women",46
"2025-05-15 12:27:32","3","6","6","6","7","6","6","7","6","5","6","6","7","4","6","6","6","7","5","4","5","yes",21,7,2025-02-02,"women",42
"2025-05-17 13:01:55","5","7","6","6","7","5","6","6","7","5","3","5","5","4","5","7","7","6","6","3","4","yes",16,4,2023-07-22,"women",24
"2025-05-08 15:48:31","4","4","3","6","4","4","6","5","3","5","5","4","3","4","5","3","4","5","4","6","5","yes",12,1,2025-02-07,"man",33
"2025-05-08 12:23:06","6","6","5","6","4","5","4","4","3","2","6","5","3","4","3","3","1","1","6","6","5","yes",13,2,2024-07-07,NA,46
"2025-05-14 17:55:10","6","7","4","5","4","4","6","5","7","5","5","7","7","4","6","7","7","4","6","5","5","no",14,1,2024-09-13,"women",55
"2025-05-13 14:20:54","5","6","5","7",NA,"7","6","7","6","5","6","6","6","7","5","4","4","6","7","7","7","yes",13,3,2024-03-09,"man",24
"2025-05-18 13:56:42","7","7","6","4","5","5","3","3","5","4","3","5","6","4","3","5","4","4","4","4","6","yes",NA,6,2023-12-12,"man",44
"2025-05-08 15:54:11","6","6","3","4","6","5","5","6","5","7","7","7","6","5","7","7",NA,"7","7","7","7","yes",19,5,2024-10-01,"man",41
"2025-05-06 15:19:14","6","5","7","7","7","6","7","6","6","6","6","7","7","7","6","7","7","5","6","6","6","yes",14,2,2024-03-22,"man",43
"2025-05-09 16:13:31","4","5","2","3","5","6","5","7","5","5","3","3","3","5","7","5","5","3","5","3","5","yes",13,3,2024-10-06,"women",28
"2025-05-15 10:57:24","5","4","4","6","7","7","6","5","5","3","4","5","6","6","4","4","5","5","6","4","5","yes",18,3,2023-08-02,"women",39
"2025-05-05 16:07:32","7","7","7","7","7","7","7","7","7","7","7","7","7","6","7","7","7","5","7","6","7","yes",26,6,2024-05-20,"women",42
"2025-05-13 12:27:25","7","7","6","6","6","6","5","5","6","7","4","6","5","4","6","6","6","6","7","7","7","yes",22,3,2023-05-07,"women",36
"2025-05-13 14:43:33","7","7","7","5","4","5","7","6","7","6","7","6","5","6","5","7","4","6","5","6","7","yes",10,1,2024-04-26,"man",51
"2025-05-12 10:39:00","6","4","7","6","7","6","4","6","5","5","6","5","6","4","5","5","2","4","6","5","6","yes",18,3,2024-07-27,"man",40
"2025-05-05 17:16:42","4","4","3","2","7","6","7","5","4","6","5","6","6","5","4","6","2","5","7","7","7","yes",11,2,2024-09-20,"women",45
"2025-05-10 15:39:41","5","5",NA,"5","5","7","6","6","7","5","5","5","5","4","5","4","6","5","6","7","6","yes",17,4,2023-10-17,"women",44
"2025-05-06 17:15:02","4","4","7","5","7","3","4","4","3","6","4","6","5","4","7","6","7","7","2","2","2","yes",16,3,2025-02-27,"man",41
"2025-05-05 11:41:36","4","4","6","4","5","4","5","6","6","3","4","6","6","7","2","5",NA,"2","4","5","5","yes",12,3,2023-11-28,"man",46
"2025-05-16 13:18:08","7","7","6","7","7","7","7","7","7","7","7","7","7","7","5","6","6","7","6","5","4","yes",24,5,2024-11-13,"man",39
"2025-05-10 08:07:36","7","7","7","5","5","6","4","7","7","7","7","7","5","6","5","3","3","5","5","5","6","no",25,4,2024-02-25,"man",31
"2025-05-07 15:25:09","7","6","7","5","7","6","5","6","7","6","7","7","6","7","7","7","6","7","7","6","6","yes",21,5,2025-03-22,"women",54
"2025-05-08 11:25:19","4","4","5","5","6","4","6","5","4","6","4","5","4","6","7","5","5","7","4","5","6","no",18,4,2024-10-29,"women",56
"2025-05-13 13:44:09","6","3","5","6","5","6","7","5","4","6","5","2","5","4","5","5","3","3","5","5","5","yes",22,3,2023-06-15,"women",18
"2025-05-15 14:18:12","4","5","5","3","4","3","6","5","6","5","6","5","4","5","5","4","2","5","7","7","3","yes",9,1,2023-06-20,"man",32
"2025-05-08 09:33:00","3","4","5","2","3","5","6","3","6","7","6","6","4","5","5","3","5","7","4","3","7","yes",12,5,2023-08-07,"man",45
"2025-05-17 09:42:01","7","5","6","7","6","5","6","5","5","6","4","4","6","4","7","5","7","7","7","7","7","yes",15,3,NA,"women",55
"2025-05-13 17:55:16","5",NA,NA,"5","3","7","7","6","6","4","5","5","2","5","4","5","5","4","4","6","4","yes",14,3,2024-12-20,"man",37
"2025-05-14 17:48:36","6","6","5","7","5","5","6","4","2","7","6","6","5","7","6","7","7","7","7","7","5","unsure",17,4,2023-06-17,"women",40
"2025-05-10 16:45:12","6","6",NA,"5","3","5","3","3","4","6","6","5","4","3","4","5","4","7","5","3","5","yes",24,7,2023-10-04,"women",44
"2025-05-08 14:51:02","5","6","7","7","6","7","6","6","6","5","4","4","7","5","5","6","5","7","5","5","4","no",25,4,2025-04-28,"women",30
"2025-05-18 15:44:20","5",NA,"6","7","7","7","4","7","6","5","4","5","4","6","5","5",NA,"7","6","7","6","yes",20,5,2025-03-22,"women",40
"2025-05-18 09:47:18","6","5","5","6","4","4","7","5","4","4","6","7","4","6","7","6","6","5","5","5","5","no",17,NA,2025-02-25,"man",41
"2025-05-10 13:06:03","4","3","3","6","5","4","6","5","6","6","3","5","3","3","7","5","5","6","4","1","3","yes",9,2,2025-04-25,"women",42
"2025-05-11 14:24:58","4","5","7","4","3","5","3","6","4","7","6","5","6","6","3","6","4","4","5","5","4","yes",20,6,2023-06-03,"women",35
"2025-05-10 09:33:36","5","5","7","6","6","5","5","4","3","2","7","2","4","2","6","4","5","6","7","7","7",NA,17,3,2025-02-09,"women",44
"2025-05-10 10:35:22","5","5","3","7","6","5","6","4","3","2","4","3","6","5","5","6","5","6","4","5","4","yes",12,4,2023-05-18,"man",24
"2025-05-08 10:48:58","7","5","6","5","5","4","6","7","7",NA,"7","5","6","5","7","7","7","7","6","7","4","no",24,4,2025-01-04,"man",62
"2025-05-08 14:44:25","7","5","7","6","5","6","6","7","5","6","7","6","5","6","6","4","6","6","5","6","5","yes",15,3,2023-08-10,"women",41
"2025-05-16 17:51:22","2","5","2","7","7","7","7","7","7","6","5","3","5","5","6","6","6","6","6","6","5","no",3,1,2024-12-27,"women",35
"2025-05-07 17:19:51","7","6","7","7","7","7","5","6","6","5","5","4","6","6","6","7","7","4","7","6","7","yes",22,5,2025-04-21,"man",48
"2025-05-05 10:57:01","6",NA,"4","7","6","6","5","4","6","5","4","6","5","5","6","4","7","4","5","5","6","yes",20,4,2023-12-31,"women",52
"2025-05-13 13:10:08","6","6","7","5","6","6","5","5","6","3","6","6","4","6","6","5","6","4","6","5","5","yes",18,3,2023-10-09,"women",31
"2025-05-17 09:54:56","5","4","3","7","7","7","4","3","2","6","7","6","4","5","6","6","7","7","4","4","5","yes",16,4,2024-07-18,"women",46
"2025-05-17 11:41:31","3","7","3","3","5","2","7","6","7","4","7","5","6","7","7","5","7","5","4","5","5","no",21,5,2023-09-28,"women",47
"2025-05-17 13:35:51","4","5","3","7","7","7","7","7","7","6","7","7","6","6","6","5","7","7","6","5","7","yes",12,4,2024-06-15,"man",33
"2025-05-13 09:38:06","6","7","6","3","3","6","7","4","7","6","4","3",NA,"6","6","5","6","5","5","5","4","no",24,5,2024-12-26,"women",18
"2025-05-15 09:09:44","7","6","6","5","6","6","6","3","7","7","4","5","7","5","6","5","5","5","7","6","6","yes",11,3,2023-11-18,"women",42
"2025-05-06 13:18:16","6","7","6","6","7","7","7","6","6","5","6","6","5","6","7","7","7","6","7","6","6","yes",20,5,2024-09-09,"man",34
"2025-05-05 11:37:11","4","4","3","6","7","6","7","7","7","7","7","6","7","6","6","7","6","6","2","5","4","yes",13,4,2024-12-20,"man",35
"2025-05-05 10:58:29","6","3","5","3","3","2","4","6","5","6","5","4","2","5","7","6","5","4","6","4","6","yes",13,4,2024-09-10,"man",38
"2025-05-08 17:36:25","7","7","7","4","5","6","3","6","5","6","6","5","5","5",NA,"6","6","5","4","7","6","yes",22,5,2024-08-17,"women",33
"2025-05-11 11:54:32","5","6","5","6","5","6","6","6","6","6","6","7","5","7","3","6","5","1","6","5","7","yes",16,3,2023-09-06,NA,45
"2025-05-10 13:22:15","3","6","7","5","2","5","3","5","4","5","2","2","5","2","6","5","5","6","5","5","5","yes",11,1,2025-03-05,"women",44
"2025-05-13 08:09:11","5","5","6","5","4","5","6","5","6","4","7","4","5","6","5","6","7","4","2","5","3","yes",21,4,2024-01-30,"women",37
"2025-05-05 11:01:52","5","7","7","7","7","7","5","7","6","6","7","6","7","5","5","6",NA,"6","5","4","7","yes",15,2,2024-05-24,"women",24
"2025-05-10 12:30:42","6","5","6","4","4","5","4","6","6","3","7","5","5","5","5","4","6","5","5","4","5","no",25,5,2025-03-08,"women",29
"2025-05-15 14:38:09","6","5","6","7","7","7","6","3","4","4","6","7","7","7","6","5","4","4",NA,"4","3","yes",13,4,2024-05-14,"women",36
"2025-05-10 14:49:52","5","5","6","4","6","4","7","5","4","6","3","6","6","6","5","3","7","5","4","3","3","yes",19,4,2023-06-27,"women",48
"2025-05-17 12:26:17","6","3","5","6","5","5","2","2","3","6","6","6","5","5","5","5","3","5","5","7","6","yes",11,3,2025-03-28,"man",53
"2025-05-09 11:42:55","5","6","6","6","2","4","7","6","6","5","5","5","5","6","5","4","6","6","5","5","6","yes",19,4,2023-12-22,"man",43
"2025-05-18 13:40:02","1","4","5","4","5","6","5","6","4","7","5","4","5","5","6","6","7","6","5","7","7","yes",12,3,2024-07-29,"man",34
"2025-05-15 14:52:01","7","6","7","5","3","5","5","4","4","3","3","3","3","2","5","4","4","4","3","4","3","yes",24,6,2023-12-08,"women",33
"2025-05-16 08:10:23","7","7","7","7","7","7","6","7","7","7","5","5","6","4","7","7","7","7","6","5","6","yes",17,4,2023-11-27,"man",43
"2025-05-16 08:12:18","6","6","6","6","7","5","7","6",NA,"7","6","5","6","7","6","7","7","6","6","7","7","no",15,2,2023-09-02,"women",36
"2025-05-11 17:51:10","4","7","6","5",NA,"2","6","6","6","4","6","3","6","3","6","7","4","6","7","7","5","yes",22,5,2025-01-08,"man",41
"2025-05-17 16:44:17","6","5","5","7","7","7","7","5","5","4","3","4","4","4","6","5","5","3","3","2","4","no",17,4,2025-02-10,"women",38
"2025-05-08 17:17:25","5","7","7","4","5","2","6","3","4","3","3","6","4","6","3","6","3","3","6","6","5","yes",17,4,2023-10-12,"man",40
"2025-05-16 11:31:34","3","3","4","3","3","4","7","6","6","7","6","6","7","5","7","5","7","7","7","7","7","yes",7,3,2024-12-05,"man",43
"2025-05-07 09:08:36","4","4","5","2","4","3","4","5","5","5","4",NA,"6","5","6","4","5","5","6","7","6","yes",13,3,2024-12-30,"women",37
"2025-05-15 13:27:00","7","7","7","7","4","3","4","5","6","6","7","7","7","7","7","7","6","7","6",NA,"5","yes",23,5,2023-12-07,"women",45
"2025-05-12 17:05:26","5","7","7","5","6","6","6","6","4","4","4","7","6","7","5","7","7","5","7","7","7","yes",15,2,2025-03-18,"women",19
"2025-05-11 09:46:24","6","5","7","6","5","5","4","3","5","6","5","4","5","5","5","6","2","5","4","5","5","yes",14,3,2025-02-19,"women",60
"2025-05-15 13:46:31","7","7","7","6","7","6","7","6","7","7","6","5","3","6","7","6","5","6","7","7","7","yes",19,4,2023-08-13,"man",46
"2025-05-07 11:13:34","4","5","6","6","5","5","5","4","4","7","6","7","6","4","4","6","5","4","5","3","4","yes",16,3,2024-12-09,"women",58
"2025-05-18 16:09:32","2","2","3","5","6","6","3","7","4","3","6","7","7","5","6","7","6","4","6","3","4","no",2,1,2024-12-02,"man",23
"2025-05-12 17:33:59","7","3","5","4","3","6","2","3","6","7","5","2","6","3","5","4","4","5","4","5","6","yes",17,4,2023-12-08,"man",40
"2025-05-18 09:36:59","4","5","5","6","6","5","5","6","6","3","5","6","4","3","6","5","4","6","6","5","4","yes",20,5,2023-08-24,"women",45
"2025-05-15 13:50:17","3","4","1","6","6","6","5","3","3","2","5","6","6","6","4","4","6","3","6","6","6","yes",4,2,2023-07-28,"man",40
"2025-05-14 09:44:55","5","7","7","7","5","6","6","3","3","5","3","6","5","5","6","5","5","6","7","4","7","yes",15,3,2024-12-01,"man",32
"2025-05-13 08:10:47","5","7","5","5","4","6","7","7","4","3","6","5","7","4","5","6","3","3","6","7","7","yes",16,3,2024-05-18,"man",47
"2025-05-18 14:00:56","6","6","6","7","7","6","3","5","4","6","7","7","7","7","5","3","5","5","6","6","6","yes",19,4,2023-08-01,"women",28
"2025-05-06 15:51:42","6",NA,"7","5","3","4","4","3","4","7","7","6","5","7","6","7","5","6","7","6","6","yes",25,5,2024-02-03,"man",43
"2025-05-18 08:03:21","7","7","7","6","7","7","7","7","7","7","6","7","6","7","7","7","7","7","7","7","7","yes",21,5,2024-01-27,"man",45
"2025-05-15 17:49:33","6","6","5","5","7","6","5","6","7","6","6","6","4","6","6","6","7","6","6","5","5","yes",7,2,2025-01-08,"man",31
"2025-05-12 14:15:26","6","5","4","7","7","7","6","6","4","6","4","5","7","4","7","4","6","7","7","7","6","no",13,NA,2023-07-31,"women",36
"2025-05-14 13:34:15","5","5","4","7","6","6","5","3","3","4","4","4","7","5","3","6","5","4","6","7","7","yes",9,1,2024-01-31,"women",70
"2025-05-06 10:37:40","6","6","5","6","7","7","4","6","5","4","5","5","6","6","6","6","7","7","7","7","7","yes",18,1,2023-07-07,"women",55
"2025-05-16 17:47:39","2","4","4","5","6","6","6","6","7","5","5","7",NA,"6","7","7","7","6","6","7","6","yes",11,4,2024-02-06,"man",55
"2025-05-18 17:27:51",NA,"6","4","4","7","6","6",NA,"6","5","5","4","3","3","4","4","5","6","7","7","7","yes",20,5,2024-10-30,"women",65
"2025-05-08 17:14:51","7","7","7","6","6","6","7","7","7","7","7","7","7","7","6","7","7","6","7","7","7","yes",16,3,2024-05-20,"women",58
"2025-05-06 17:49:07","4","3","3","4","4","4","6","7","5","4","5","6","6","4","6","5","5","6","3","4","3","yes",1,1,2024-02-22,"man",67
"2025-05-15 15:18:23","7","7","7","7","7","7","7","7","7","7","6","7","7","7",NA,"7","7","7","6","7","7","no",19,5,2024-06-28,"man",24
"2025-05-12 17:55:19","5","7","7","4","5","7","3","4","5","5","2","5","5","7","6","4","6","4","4","7","4","yes",21,6,2024-12-17,"man",36
"2025-05-08 11:12:39","6","6","6","5","2","5",NA,"5","5","6","3","4","3","4","5","4","6","5","3","5","6","yes",14,3,2023-07-10,"women",33
"2025-05-15 13:40:51","4","4","5","6","6","6","6","5","5","6","5","2","4","4",NA,"6","5","3","2","4","2","yes",16,3,2024-06-09,"women",35
"2025-05-09 08:06:07","7","7","7","7","7","7","7","7","7","7","7","7","6","7","5","6","7","6","5","7","7","yes",23,5,2023-12-05,"women",30
